custom_id,id,upc,brand,groupname,title,price,shelfdescr,shortdescr,longdescr,modelno,shipweight,dimensions
1707,14916083,7878743200.0,,Stationery &amp; Office Machinery,Pendaflex 25pk Hanging File Folder Tabs Clear White,5.0,Transparent colored tabs Blank white inserts included Color-matched to Pendaflex hanging file folders,Pendaflex 25pk Hanging File Folder Tabs add a colorful touch to your organization.  These transparent tabs are color-matched to Pendaflex hanging file folders making your job easier.,Pendaflex 25pk Hanging File Folder Tabs Clear White Transparent colored tabs Color-matched to Pendaflex hanging file folders Blank white inserts included Create your own headings wide enough for three lines of type Pliable plastic design makes insertion fast and simple,4312,0.103,
1716,14915230,7355540542.0,,Storage,Safco Stow And Go Cart Black,49.0,1.2 cu ft capacity Lightweight Telescoping handle,The Safco Stow And Go Cart is great for travelers. It transports tools binders office supplies samples and more while keeping everything secure and orderly. This lightweight yet extremely durable cart features a telescoping handle. The unit easily compacts to fit under seats or in overhead bins.,Safco Stow And Go Cart 1.2 cu ft capacity Lightweight Transports tools binders office supplies and more Telescoping handle 2 solid rubber wheels Dimensions 16-1 2 H,4054BL,7.0,
1717,14915747,2120052823.0,,Stationery &amp; Office Machinery,Post-it Flags Dispenser Flags Assorted-Size Assorted Colors 340pk,24.94,Convenient pop-up dispenser packs Clear desktop dispenser Write on flags with ballpoint pen or pencil,Get attention and get results with the Post-it Flags Dispenser Flags. The pack contains 340 assorted-size flags in blue red yellow and green. You can mark tab highlight and color-code with the Post-it Flags Dispenser Flags.,Post-it Flags Dispenser Flags Colors Blue Red Yellow and Green Includes fifty 1  flags in each color Clear desktop dispenser Write on flags with ballpoint pen or pencil Convenient pop-up dispenser packs Flag dispenser with removable and repositionable flags,DS420VA,1.297,
1718,14915792,2593232840.0,,Stationery &amp; Office Machinery,TOPS Daily Attendance Card 8-1 2 x 11 50 Forms,8.86,Personnel Forms 1-year history at a glance Absence codes listed at bottom for reference,Keep track of attendance with the TOPS Daily Attendance Card. These pre-printed forms are great record keeping cards for Human Resource purposes.,TOPS Daily Attendance Card A control for raises union disputes and vacation scheduling Daily attendance card for one person for one full year 1-year history at a glance Space at top for name department and number Absence codes,3284,1.385,
1719,15166626,1.11e+12,,Printers,Kodak ESP 3250 All-in-One Printer Value Bundle,58.0,,With the Kodak ESP 3250 All-in-One Printer you can print vivid color documents and lab-quality photos at home for much less than what you re paying now   all thanks to Kodak s low-cost high-quality pigment ink cartridges. Get the bright colors and sharp text you expect from Kodak for just a fraction of the price. Print copy and scan in seconds with the Kodak ESP 3250 All-in-One Printer.,Kodak ESP 3250 All-in-One Printer Print Speed Black up to 30ppm Color up to 29ppm 4x6 borderless photos in as little as 29 seconds Print Resolution Up to 9600 x 2400 dpi resolution Memory Card Slots Compatible with SD SDHC MiniSD MMC MS MS Pro 1.5  Mac OS 10.4.8 or higher   What s Included Kodak 10 Black Ink Cartridge Kodak 10 Color Ink Cartridge Paper sample pack Power supply and adapter cord Startup guide and user guide Kodak All-in-One Printer Software   Support and Warranty 1-year warranty from purchase or 13 months from date of manufacture,,,
1720,16622574,1.11e+12,,Camera and Camcorder Accessories,Wintec Filemate 2Pack 4GB Micro SDHC Memory Card with SD Adapter Value Bundle,12.0,Bundle Features 2Pack 4GB Micro SDHC Memory Card Capacity 4GB Compatible with today s most popular microSDHC devices including smartphones and MP3 players Save 2.00 on this bundle purchase.,The Wintec FileMate 4GB Micro SDHC Memory Card with SD Adapter is perfect for today s smartphones. With so many functions applications and data today s mobile phones quickly overrun the phone s original memory card. Upgrading to a Wintec FileMate 4GB Micro SDHC Memory Card with SD Adapter that can store extra music pictures videos e-mails and text messages is a great way to utilize and maximize the functions and enjoyment of owning a smartphone.,Wintec FileMate 4GB Micro SDHC Memory Card with SD Adapter Capacity 4GB Compatible with Windows 2000 XP Vista and 7 and Mac OS 10.x or later Also compatible with SDHC devices,,,
1721,14922600,8648670121.0,,Stationery &amp; Office Machinery,Smead A-Z Indexed Expanding Files 21 Pockets Kraft Letter Brown,12.47,Preprinted index for organization Heavy-duty Kraft files Reinforced front and back liners,Protect and organize files with Smead A-Z Indexed Expanding Files. These heavy-duty Kraft files feature a preprinted index for easy organization. Reinforced liners on the front and back panels offer these Smead Indexed Expanding Folders additional durability.,Smead A-Z Indexed Expanding Files 21 Pockets Kraft Letter Brown Heavy-duty Kraft files Preprinted index for easy organization Reinforced front and back liners Full-height gussets Poly tape reinforced at top 7 8  capacity per pocket Elastic cord on flap Contains 10 percent post-consumer recycled material,70121,1.519,
1722,16828183,4310004327.0,Five Star,Stationery &amp; Office Machinery,Five Star 5-Subject Wirebound Trend Notebook Wide Rule Pink,5.0,2-pocket divider Size 10.5 W Durable cover,Keep your notes in a Five Star 5-Subject Wirebound Trend Notebook. It will hold together the entire school year.,Five Star 5-Subject Wirebound Trend Notebook Wide Rule Pink Durable poly cover 2-pocket divider to store loose papers Hook it into any 3-ring binder Use notebook on both sides Size 10.5 W Sheet count 200,,2.0,10.5 x 9.5 x 1.125 inches
1723,14931470,7053020044.0,,Stationery &amp; Office Machinery,Prismacolor Col-Erase Pencil with Eraser 12 pack,6.47,Medium point Built-in eraser Smudge-resistant,The Prismacolor Col-Erase Pencil with Eraser s strong medium point delivers brilliant colors that make your drawing shine. No more smudges or ripped paper. It has built-in erasers that allow you to correct mistakes and make changes anytime. The hexagonal barrel fits nicely into your hand and won t roll off tables or desks. The Prismacolor Col-Erase Pencil with Eraser is PMA Certified nontoxic to ensure the health and safety of children and adults alike.,Prismacolor Col-Erase Pencil with Eraser Has a strong medium point Smudge-resistant Built-in erasers Red hexagonal barrel PMA Certified nontoxic Includes 12 pencils per set,,,
1724,17217126,1.11e+12,,Electronics-Inflexible Kit,Five Star 1-Subject Wirebound Wide Rule Trend Notebook Blue 5 pack,9.5,Includes 5 notebooks Wide Rule 10.5,,Five Star 1-Subject Wirebound Trend Notebook Wide Rule Royal Blue Durable poly cover 2-pocket divider to store loose papers Hook it into any 3-ring binder Use notebook on both sides Size 10.5 W Sheet count 100,,1.042,
1728,16641540,88611127128.0,HP,Electronics - General,HP TouchPad - Touchstone Charging Dock Stand,35.0,Simple and elegant design Charge in either portrait or landscape view Includes charger and USB adapter,Charge your HP TouchPad without wires getting in the way with the HP Touchstone Charging Dock. Just place the device in the dock and it begins charging. Adjust the viewing angle to multiple positions and enjoy watching your videos reading books and more.,HP Touchstone Charging Dock Simple and elegant design Charge in either portrait or landscape view Compatible with HP TouchPad Includes charger and USB adapter,,,
1731,10980633,2521519077.0,Maxell,Electronics - General,Maxell Multi-Colored Slim CD DVD Clamshells - 20 Pack,5.88,Maxell Multi-Colored Slim CD DVD Clamshells - 20 Pack,,5mm thick Ideal for travel and mailing,CD-355,1.1,4.5 x 3.5 x 3.2 inches
1736,17190329,2775501296.0,Generic,Stationery &amp; Office Machinery,Magnetic Hook Black,0.0,Easy to use Great for offices,The Magnetic Hook is easy to use and is great for offices.,Magnetic Hook Black Easy to use Great for offices,WMMC-1,,4.409 x 2.519 x 1.22 inches
1741,11961486,80844700099.0,Comprehensive,TV Accessories,Comprehensive F Plug to BNC Plug Set of 25,59.75,These F plug to BNC plug video cables include the Comprehensive Cable lifetime warranty. Comprehensive offers a lifetime warranty on all products,,CH1230These F plug to BNC plug video cables include the Comprehensive Cable lifetime warranty. Comprehensive offers a lifetime warranty on all products,FP-BP,0.1,
1744,15747454,70510552484.0,Vizio,Electronics: Flat Panel TV,Vizio 32  Class LCD 720p 60Hz HDTV E320VL Refurbished,287.0,31.51  screen measured diagonally from corner to corner HDMI inputs 2 Wall-mountable detachable base 100 000 1 dynamic contrast ratio,This refurbished Vizio 32  LCD HDTV. Contact your local cable or satellite TV service provider for details on how to upgrade.,Vizio 32  screen of this refurbished 720p model is measured diagonally from corner to corner,RBE320VL,25.6,31.19 x 22.45 x 8.28 inches
1753,11961551,80844701080.0,Comprehensive,TV Accessories,Comprehensive 25-Pin Male Connector with Hood Set of 25,69.0,These 25-pin male connectors with hood include the Comprehensive lifetime warranty. Comprehensive offers a lifetime warranty on all products,,CH1305These 25-pin male connectors with hood include the Comprehensive lifetime warranty. Comprehensive offers a lifetime warranty on all products,DB25M,0.1,
